Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Table Filter,Group - Answer,Ref_group,National Reference
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age,50-69,2015,Estimated,14.7,,viz_age,Average minutes of recreation-related physical activity per day,,50-69 - Average minutes of recreation-related physical activity,Total,1.346
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age,50-69,2015,Lower Bound,12.4,,,,,50-69 - Average minutes of recreation-related physical activity,Total,5.426
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age,50-69,2015,Upper Bound,17,,,,,50-69 - Average minutes of recreation-related physical activity,Total,9.884
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age, 18-69,2015,Estimated,11.9,,viz_age,Average minutes of recreation-related physical activity per day,, 18-69 - Average minutes of recreation-related physical activity,Total,1.346
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age, 18-69,2015,Lower Bound,10.7,,,,, 18-69 - Average minutes of recreation-related physical activity,Total,5.426
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age, 18-69,2015,Upper Bound,13,,,,, 18-69 - Average minutes of recreation-related physical activity,Total,9.884
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Rural 18-29,2015,Estimated,,,viz_age_area,Average minutes of recreation-related physical activity per day,,Rural 18-29 - Average minutes of recreation-related physical activity,Rural,4.938
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Rural 18-29,2015,Lower Bound,,,,,,Rural 18-29 - Average minutes of recreation-related physical activity,Rural,11.46
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Rural 18-29,2015,Upper Bound,,,,,,Rural 18-29 - Average minutes of recreation-related physical activity,Rural,9.518
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Rural 30-49,2015,Estimated,,,viz_age_area,Average minutes of recreation-related physical activity per day,,Rural 30-49 - Average minutes of recreation-related physical activity,Rural,4.938
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Rural 30-49,2015,Lower Bound,,,,,,Rural 30-49 - Average minutes of recreation-related physical activity,Rural,11.46
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Rural 30-49,2015,Upper Bound,,,,,,Rural 30-49 - Average minutes of recreation-related physical activity,Rural,9.518
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Rural 50-69,2015,Estimated,,,viz_age_area,Average minutes of recreation-related physical activity per day,,Rural 50-69 - Average minutes of recreation-related physical activity,Rural,4.938
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Rural 50-69,2015,Lower Bound,,,,,,Rural 50-69 - Average minutes of recreation-related physical activity,Rural,11.46
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Rural 50-69,2015,Upper Bound,,,,,,Rural 50-69 - Average minutes of recreation-related physical activity,Rural,9.518
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Rural  18-69,2015,Estimated,,,viz_age_area,Average minutes of recreation-related physical activity per day,,Rural  18-69 - Average minutes of recreation-related physical activity,Rural,4.938
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Rural  18-69,2015,Lower Bound,,,,,,Rural  18-69 - Average minutes of recreation-related physical activity,Rural,11.46
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Rural  18-69,2015,Lower Bound,,,,,,Rural  18-69 - Average minutes of recreation-related physical activity,Rural,11.46
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Urban 18-29,2015,Estimated,,,viz_age_area,Average minutes of recreation-related physical activity per day,,Urban 18-29 - Average minutes of recreation-related physical activity,Urban,11.01
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Urban 18-29,2015,Lower Bound,,,,,,Urban 18-29 - Average minutes of recreation-related physical activity,Urban,4.938
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Urban 18-29,2015,Upper Bound,,,,,,Urban 18-29 - Average minutes of recreation-related physical activity,Urban,11.46
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Urban 30-49,2015,Estimated,,,viz_age_area,Average minutes of recreation-related physical activity per day,,Urban 30-49 - Average minutes of recreation-related physical activity,Urban,11.01
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Urban 30-49,2015,Lower Bound,,,,,,Urban 30-49 - Average minutes of recreation-related physical activity,Urban,4.938
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Urban 30-49,2015,Upper Bound,,,,,,Urban 30-49 - Average minutes of recreation-related physical activity,Urban,11.46
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Urban 50-69,2015,Estimated,,,viz_age_area,Average minutes of recreation-related physical activity per day,,Urban 50-69 - Average minutes of recreation-related physical activity,Urban,11.01
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Urban 50-69,2015,Lower Bound,,,,,,Urban 50-69 - Average minutes of recreation-related physical activity,Urban,4.938
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Urban 50-69,2015,Upper Bound,,,,,,Urban 50-69 - Average minutes of recreation-related physical activity,Urban,11.46
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Urban  18-69,2015,Estimated,,,viz_age_area,Average minutes of recreation-related physical activity per day,,Urban  18-69 - Average minutes of recreation-related physical activity,Urban,11.01
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Urban  18-69,2015,Lower Bound,,,,,,Urban  18-69 - Average minutes of recreation-related physical activity,Urban,4.938
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Age by Area,Urban  18-69,2015,Upper Bound,,,,,,Urban  18-69 - Average minutes of recreation-related physical activity,Urban,11.46
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Area,Rural,2015,Estimated,11.31,,viz_area,Average minutes of recreation-related physical activity per day,,Rural - Average minutes of recreation-related physical activity,Total,1.346
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Area,Rural,2015,Lower Bound,10.17,,,,,Rural - Average minutes of recreation-related physical activity,Total,5.426
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Area,Rural,2015,Upper Bound,12.35,,,,,Rural - Average minutes of recreation-related physical activity,Total,9.884
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Area,Urban,2015,Estimated,12.5,,viz_area,Average minutes of recreation-related physical activity per day,,Urban - Average minutes of recreation-related physical activity,Total,1.346
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Area,Urban,2015,Lower Bound,11.24,,,,,Urban - Average minutes of recreation-related physical activity,Total,5.426
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Area,Urban,2015,Upper Bound,13.65,,,,,Urban - Average minutes of recreation-related physical activity,Total,9.884
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex,Men,2015,Estimated,14.3,,viz_sex,Average minutes of recreation-related physical activity per day,table_total,Men - Average minutes of recreation-related physical activity,Total,1.346
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex,Men,2015,Lower Bound,12.6,,,,table_total,Men - Average minutes of recreation-related physical activity,Total,5.426
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex,Men,2015,Upper Bound,16.1,,,,table_total,Men - Average minutes of recreation-related physical activity,Total,9.884
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex,Women,2015,Estimated,9.5,,viz_sex,Average minutes of recreation-related physical activity per day,table_total,Women - Average minutes of recreation-related physical activity,Total,1.346
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex,Women,2015,Lower Bound,8.1,,,,table_total,Women - Average minutes of recreation-related physical activity,Total,5.426
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex,Women,2015,Upper Bound,10.9,,,,table_total,Women - Average minutes of recreation-related physical activity,Total,9.884
