Topic,Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Ref_group,National Reference
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Sex by Age,Men Age Group 2,2015,Lower Bound,49.22,60830838,,,Men,49.22
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Sex by Age,Men Age Group 3,2015,Lower Bound,6.674,8248375,,,Men,49.22
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Sex by Age,Men Age Group 4,2015,Lower Bound,85.47,105632094,,,Men,49.22
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Sex by Area,Urban Men,2015,Lower Bound,73.63,90999077,,,Men,49.22
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Sex by Area,Rural Men,2015,Lower Bound,33.33,41192438,,,Men,49.22
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Sex by Area,Urban Women,2015,Lower Bound,21.52,26596498,,,Women,6.674
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Sex by Area,Rural Women,2015,Lower Bound,14.98,18513733,,,Women,6.674
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Age by Area,Urban Age Group 1,2015,Lower Bound,5.41,6686201,,,Urban,14.98
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Age by Area,Rural Age Group 1,2015,Lower Bound,80.48,99464970,,,Rural,5.41
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Age by Area,Urban Age Group 2,2015,Lower Bound,19.35,23914602,,,Urban,14.98
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Age by Area,Rural Age Group 2,2015,Lower Bound,83.77,103531070,,,Rural,5.41
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Age by Area,Urban Age Group 3,2015,Lower Bound,53.21,65762066,,,Urban,14.98
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Age by Area,Rural Age Group 3,2015,Lower Bound,62.97,77824418,,,Rural,5.41
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Age by Area,Urban Age Group 4,2015,Lower Bound,49.22,60830838,,,Urban,14.98
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Age by Area,Rural Age Group 4,2015,Lower Bound,6.674,8248375,,,Rural,5.41
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Total,Total,2015,Upper Bound,85.47,105632094,,,"",
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Sex,Men,2015,Upper Bound,73.63,90999077,,,Total,85.47
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Sex,Women,2015,Upper Bound,33.33,41192438,,,Total,85.47
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Age,Age Group 1,2015,Upper Bound,21.52,26596498,,,Total,85.47
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Age,Age Group 2,2015,Upper Bound,14.98,18513733,,,Total,85.47
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Age,Age Group 3,2015,Upper Bound,5.41,6686201,,,Total,85.47
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Age,Age Group 4,2015,Upper Bound,80.48,99464970,,,Total,85.47
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Area,Urban,2015,Upper Bound,19.35,23914602,,,Total,85.47
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Area,Rural,2015,Upper Bound,83.77,103531070,,,Total,85.47
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Sex by Age,Women Age Group 1,2015,Upper Bound,53.21,65762066,,,Women,33.33
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Sex by Age,Women Age Group 2,2015,Upper Bound,62.97,77824418,,,Women,33.33
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Sex by Age,Women Age Group 3,2015,Upper Bound,49.22,60830838,,,Women,33.33
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Sex by Age,Women Age Group 4,2015,Upper Bound,6.674,8248375,,,Women,33.33
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Sex by Age,Men Age Group 1,2015,Upper Bound,85.47,105632094,,,Men,73.63
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Sex by Age,Men Age Group 2,2015,Upper Bound,73.63,90999077,,,Men,73.63
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Sex by Age,Men Age Group 3,2015,Upper Bound,33.33,41192438,,,Men,73.63
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Sex by Age,Men Age Group 4,2015,Upper Bound,21.52,26596498,,,Men,73.63
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Sex by Area,Urban Men,2015,Upper Bound,14.98,18513733,,,Men,73.63
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Sex by Area,Rural Men,2015,Upper Bound,5.41,6686201,,,Men,73.63
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Sex by Area,Urban Women,2015,Upper Bound,80.48,99464970,,,Women,33.33
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Sex by Area,Rural Women,2015,Upper Bound,19.35,23914602,,,Women,33.33
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Age by Area,Urban Age Group 1,2015,Upper Bound,83.77,103531070,,,Urban,19.35
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Age by Area,Rural Age Group 1,2015,Upper Bound,53.21,65762066,,,Rural,83.77
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Age by Area,Urban Age Group 2,2015,Upper Bound,62.97,77824418,,,Urban,19.35
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Age by Area,Rural Age Group 2,2015,Upper Bound,49.22,60830838,,,Rural,83.77
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Age by Area,Urban Age Group 3,2015,Upper Bound,6.674,8248375,,,Urban,19.35
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Age by Area,Rural Age Group 3,2015,Upper Bound,85.47,105632094,,,Rural,83.77
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Age by Area,Urban Age Group 4,2015,Upper Bound,73.63,90999077,,,Urban,19.35
Cardiovascular disease and cancer,Percentage currently taking aspirin to prevent or treat heart disease,Taking aspirin,Age by Area,Rural Age Group 4,2015,Lower Bound,33.33,41192438,,,Rural,5.41
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Total,Total,2015,Estimated,21.52,26596498,viz_total,Percentage currently taking statins to prevent or treat heart disease,"",
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex,Men,2015,Estimated,14.98,18513733,viz_sex,Percentage currently taking statins to prevent or treat heart disease,Total,21.52
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex,Women,2015,Estimated,5.41,6686201,viz_sex,Percentage currently taking statins to prevent or treat heart disease,Total,21.52
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Age,Age Group 1,2015,Estimated,80.48,99464970,viz_age,Percentage currently taking statins to prevent or treat heart disease,Total,21.52
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Age,Age Group 2,2015,Estimated,19.35,23914602,viz_age,Percentage currently taking statins to prevent or treat heart disease,Total,21.52
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Age,Age Group 3,2015,Estimated,83.77,103531070,viz_age,Percentage currently taking statins to prevent or treat heart disease,Total,21.52
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Age,Age Group 4,2015,Estimated,53.21,65762066,viz_age,Percentage currently taking statins to prevent or treat heart disease,Total,21.52
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Area,Urban,2015,Estimated,62.97,77824418,viz_area,Percentage currently taking statins to prevent or treat heart disease,Total,21.52
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Area,Rural,2015,Estimated,49.22,60830838,viz_area,Percentage currently taking statins to prevent or treat heart disease,Total,21.52
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Age,Women Age Group 1,2015,Estimated,6.674,8248375,viz_women_age,Percentage currently taking statins to prevent or treat heart disease,Women,5.41
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Age,Women Age Group 2,2015,Estimated,85.47,105632094,viz_women_age,Percentage currently taking statins to prevent or treat heart disease,Women,5.41
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Age,Women Age Group 3,2015,Estimated,73.63,90999077,viz_women_age,Percentage currently taking statins to prevent or treat heart disease,Women,5.41
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Age,Women Age Group 4,2015,Estimated,33.33,41192438,viz_women_age,Percentage currently taking statins to prevent or treat heart disease,Women,5.41
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Age,Men Age Group 1,2015,Estimated,21.52,26596498,viz_men_age,Percentage currently taking statins to prevent or treat heart disease,Men,14.98
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Age,Men Age Group 2,2015,Estimated,14.98,18513733,viz_men_age,Percentage currently taking statins to prevent or treat heart disease,Men,14.98
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Age,Men Age Group 3,2015,Estimated,5.41,6686201,viz_men_age,Percentage currently taking statins to prevent or treat heart disease,Men,14.98
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Age,Men Age Group 4,2015,Estimated,80.48,99464970,viz_men_age,Percentage currently taking statins to prevent or treat heart disease,Men,14.98
