Topic,Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Table Filter,Group - Answer,Ref_group,National Reference
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex,Men,2015,Lower Bound,0.5,100910969,,,table_total,Men - Taking statins,Total,32.01
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex,Men,2015,Upper Bound,1.7,122650392,,,table_total,Men - Taking statins,Total,75.48
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex,Women,2015,Estimated,1.4,66997962,viz_sex,Percentage currently taking statins to prevent or treat heart disease,table_total,Women - Taking statins,Total,54.51
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex,Women,2015,Lower Bound,0.9,14645376,,,table_total,Women - Taking statins,Total,32.01
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex,Women,2015,Upper Bound,1.9,118905625,,,table_total,Women - Taking statins,Total,75.48
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Age,Men 18-29,2015,Estimated,0.7,67368731,viz_men_age,Percentage currently taking statins to prevent or treat heart disease,,Men 18-29 - Taking statins,Men,31.26
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Age,Men 18-29,2015,Lower Bound,0,39561055,,,,Men 18-29 - Taking statins,Men,81.65
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Age,Men 18-29,2015,Upper Bound,2,93285486,,,,Men 18-29 - Taking statins,Men,99.24
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Age,Men 30-49,2015,Estimated,0.6,38634132,viz_men_age,Percentage currently taking statins to prevent or treat heart disease,,Men 30-49 - Taking statins,Men,31.26
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Age,Men 30-49,2015,Lower Bound,0,100910969,,,,Men 30-49 - Taking statins,Men,81.65
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Age,Men 30-49,2015,Upper Bound,1.1,122650392,,,,Men 30-49 - Taking statins,Men,99.24
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Age,Men 50-69,2015,Estimated,2.8,66997962,viz_men_age,Percentage currently taking statins to prevent or treat heart disease,,Men 50-69 - Taking statins,Men,31.26
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Age,Men 50-69,2015,Lower Bound,1.3,14645376,,,,Men 50-69 - Taking statins,Men,81.65
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Age,Men 50-69,2015,Upper Bound,4.3,118905625,,,,Men 50-69 - Taking statins,Men,99.24
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Age,Men  18-69,2015,Estimated,1.1,39561055,viz_men_age,Percentage currently taking statins to prevent or treat heart disease,,Men  18-69 - Taking statins,Men,31.26
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Age,Men  18-69,2015,Lower Bound,0.5,93285486,,,,Men  18-69 - Taking statins,Men,81.65
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Age,Men  18-69,2015,Upper Bound,1.7,102146866,,,,Men  18-69 - Taking statins,Men,99.24
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Age,Women 18-29,2015,Estimated,0,102146866,viz_women_age,Percentage currently taking statins to prevent or treat heart disease,,Women 18-29 - Taking statins,Women,54.21
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Age,Women 18-29,2015,Lower Bound,0,105792761,,,,Women 18-29 - Taking statins,Women,11.85
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Age,Women 18-29,2015,Upper Bound,0,66997962,,,,Women 18-29 - Taking statins,Women,96.21
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Age,Women 30-49,2015,Estimated,0.9,26188652,viz_women_age,Percentage currently taking statins to prevent or treat heart disease,,Women 30-49 - Taking statins,Women,54.21
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Age,Women 30-49,2015,Lower Bound,0.3,67368731,,,,Women 30-49 - Taking statins,Women,11.85
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Age,Women 30-49,2015,Upper Bound,1.5,39561055,,,,Women 30-49 - Taking statins,Women,96.21
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Age,Women 50-69,2015,Estimated,4.1,23210141,viz_women_age,Percentage currently taking statins to prevent or treat heart disease,,Women 50-69 - Taking statins,Women,54.21
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Age,Women 50-69,2015,Lower Bound,2.5,38634132,,,,Women 50-69 - Taking statins,Women,11.85
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Age,Women 50-69,2015,Upper Bound,5.7,100910969,,,,Women 50-69 - Taking statins,Women,96.21
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Age,Women  18-69,2015,Estimated,1.4,105792761,viz_women_age,Percentage currently taking statins to prevent or treat heart disease,,Women  18-69 - Taking statins,Women,54.21
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Age,Women  18-69,2015,Lower Bound,0.9,66997962,,,,Women  18-69 - Taking statins,Women,11.85
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Age,Women  18-69,2015,Upper Bound,1.9,14645376,,,,Women  18-69 - Taking statins,Women,96.21
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Area,Rural Men,2015,Estimated,,14645376,viz_sex_area,Percentage currently taking statins to prevent or treat heart disease,,Rural Men - Taking statins,Men,31.26
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Area,Rural Men,2015,Lower Bound,,118905625,,,,Rural Men - Taking statins,Men,81.65
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Area,Rural Men,2015,Upper Bound,,23210141,,,,Rural Men - Taking statins,Men,99.24
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Area,Rural Women,2015,Estimated,,122650392,viz_sex_area,Percentage currently taking statins to prevent or treat heart disease,,Rural Women - Taking statins,Women,54.21
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Area,Rural Women,2015,Lower Bound,,26188652,,,,Rural Women - Taking statins,Women,11.85
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Area,Rural Women,2015,Upper Bound,,67368731,,,,Rural Women - Taking statins,Women,96.21
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Area,Urban Men,2015,Estimated,,100910969,viz_sex_area,Percentage currently taking statins to prevent or treat heart disease,,Urban Men - Taking statins,Men,31.26
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Area,Urban Men,2015,Lower Bound,,122650392,,,,Urban Men - Taking statins,Men,81.65
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Area,Urban Men,2015,Upper Bound,,26188652,,,,Urban Men - Taking statins,Men,99.24
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Area,Urban Women,2015,Estimated,,93285486,viz_sex_area,Percentage currently taking statins to prevent or treat heart disease,,Urban Women - Taking statins,Women,54.21
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Area,Urban Women,2015,Lower Bound,,102146866,,,,Urban Women - Taking statins,Women,11.85
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Sex by Area,Urban Women,2015,Upper Bound,,105792761,,,,Urban Women - Taking statins,Women,96.21
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Total,Total,2015,Estimated,1.3,67368731,viz_total,Percentage currently taking statins to prevent or treat heart disease,table_total,1.Total - Taking statins,,
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Total,Total,2015,Lower Bound,0.9,39561055,,,table_total,1.Total - Taking statins,,
Cardiovascular disease and cancer,Percentage currently taking statins to prevent or treat heart disease,Taking statins,Total,Total,2015,Upper Bound,1.7,93285486,,,table_total,1.Total - Taking statins,,
Cardiovascular disease and cancer,Percentage of women who have ever had a screening test for cervical cancer,Screened for cervical cancer,Age,18-29,2015,Estimated,16.9,38634132,viz_age,Percentage of women who have ever had a screening test for cervical cancer,,18-29 - Screened for cervical cancer,Total,18.78
Cardiovascular disease and cancer,Percentage of women who have ever had a screening test for cervical cancer,Screened for cervical cancer,Age,18-29,2015,Lower Bound,12.4,100910969,,,,18-29 - Screened for cervical cancer,Total,31.26
Cardiovascular disease and cancer,Percentage of women who have ever had a screening test for cervical cancer,Screened for cervical cancer,Age,18-29,2015,Upper Bound,21.4,122650392,,,,18-29 - Screened for cervical cancer,Total,81.65
Cardiovascular disease and cancer,Percentage of women who have ever had a screening test for cervical cancer,Screened for cervical cancer,Age,30-49,2015,Estimated,31.5,66997962,viz_age,Percentage of women who have ever had a screening test for cervical cancer,,30-49 - Screened for cervical cancer,Total,18.78
Cardiovascular disease and cancer,Percentage of women who have ever had a screening test for cervical cancer,Screened for cervical cancer,Age,30-49,2015,Lower Bound,28,14645376,,,,30-49 - Screened for cervical cancer,Total,31.26
Cardiovascular disease and cancer,Percentage of women who have ever had a screening test for cervical cancer,Screened for cervical cancer,Age,30-49,2015,Upper Bound,35,118905625,,,,30-49 - Screened for cervical cancer,Total,81.65
Cardiovascular disease and cancer,Percentage of women who have ever had a screening test for cervical cancer,Screened for cervical cancer,Age,50-69,2015,Estimated,23.1,39561055,viz_age,Percentage of women who have ever had a screening test for cervical cancer,,50-69 - Screened for cervical cancer,Total,18.78
Cardiovascular disease and cancer,Percentage of women who have ever had a screening test for cervical cancer,Screened for cervical cancer,Age,50-69,2015,Lower Bound,18.8,93285486,,,,50-69 - Screened for cervical cancer,Total,31.26
Cardiovascular disease and cancer,Percentage of women who have ever had a screening test for cervical cancer,Screened for cervical cancer,Age,50-69,2015,Upper Bound,27.4,102146866,,,,50-69 - Screened for cervical cancer,Total,81.65
Cardiovascular disease and cancer,Percentage of women who have ever had a screening test for cervical cancer,Screened for cervical cancer,Age, 18-69,2015,Estimated,24.9,100910969,viz_age,Percentage of women who have ever had a screening test for cervical cancer,, 18-69 - Screened for cervical cancer,Total,18.78
Cardiovascular disease and cancer,Percentage of women who have ever had a screening test for cervical cancer,Screened for cervical cancer,Age, 18-69,2015,Lower Bound,22.5,122650392,,,, 18-69 - Screened for cervical cancer,Total,31.26
Cardiovascular disease and cancer,Percentage of women who have ever had a screening test for cervical cancer,Screened for cervical cancer,Age, 18-69,2015,Upper Bound,27.3,26188652,,,, 18-69 - Screened for cervical cancer,Total,81.65
Cardiovascular disease and cancer,Percentage of women who have ever had a screening test for cervical cancer,Screened for cervical cancer,Age by Area,Rural 18-29,2015,Estimated,,122650392,viz_age_area,Percentage of women who have ever had a screening test for cervical cancer,,Rural 18-29 - Screened for cervical cancer,Rural,75.48
Cardiovascular disease and cancer,Percentage of women who have ever had a screening test for cervical cancer,Screened for cervical cancer,Age by Area,Rural 18-29,2015,Lower Bound,,26188652,,,,Rural 18-29 - Screened for cervical cancer,Rural,82.65
