Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Ref_group,National Reference
Percentage of level of total physical activity per recommendations,2.Moderate,Area,Urban,2015,Estimated,34.89,43120437,viz_area,Percentage of level of total physical activity per recommendations,Total,34.93
Percentage of level of total physical activity per recommendations,2.Moderate,Area,Rural,2015,Estimated,41.86,51734638,viz_area,Percentage of level of total physical activity per recommendations,Total,34.93
Percentage of level of total physical activity per recommendations,2.Moderate,Sex by Age,Women Age Group 1,2015,Estimated,46.85,57901762,viz_women_age,Percentage of level of total physical activity per recommendations,Women,71.95
Percentage of level of total physical activity per recommendations,2.Moderate,Sex by Age,Women Age Group 2,2015,Estimated,82.92,102480558,viz_women_age,Percentage of level of total physical activity per recommendations,Women,71.95
Percentage of level of total physical activity per recommendations,2.Moderate,Sex by Age,Women Age Group 3,2015,Estimated,2.62,3238049,viz_women_age,Percentage of level of total physical activity per recommendations,Women,71.95
Percentage of level of total physical activity per recommendations,2.Moderate,Sex by Age,Women Age Group 4,2015,Estimated,83.71,103456916,viz_women_age,Percentage of level of total physical activity per recommendations,Women,71.95
Percentage of level of total physical activity per recommendations,2.Moderate,Sex by Age,Men Age Group 1,2015,Estimated,4.227,5224136,viz_men_age,Percentage of level of total physical activity per recommendations,Men,25.86
Percentage of level of total physical activity per recommendations,2.Moderate,Sex by Age,Men Age Group 2,2015,Estimated,34.93,43169873,viz_men_age,Percentage of level of total physical activity per recommendations,Men,25.86
Percentage of level of total physical activity per recommendations,2.Moderate,Sex by Age,Men Age Group 3,2015,Estimated,25.86,31960290,viz_men_age,Percentage of level of total physical activity per recommendations,Men,25.86
Percentage of level of total physical activity per recommendations,2.Moderate,Sex by Age,Men Age Group 4,2015,Estimated,71.95,88922770,viz_men_age,Percentage of level of total physical activity per recommendations,Men,25.86
Percentage of level of total physical activity per recommendations,2.Moderate,Sex by Area,Urban Men,2015,Estimated,56.83,70236012,viz_sex_area,Percentage of level of total physical activity per recommendations,Men,25.86
Percentage of level of total physical activity per recommendations,2.Moderate,Sex by Area,Rural Men,2015,Estimated,12.79,15807119,viz_sex_area,Percentage of level of total physical activity per recommendations,Men,25.86
Percentage of level of total physical activity per recommendations,2.Moderate,Sex by Area,Urban Women,2015,Estimated,2.611,3226926,viz_sex_area,Percentage of level of total physical activity per recommendations,Women,71.95
Percentage of level of total physical activity per recommendations,2.Moderate,Sex by Area,Rural Women,2015,Estimated,50.71,62672324,viz_sex_area,Percentage of level of total physical activity per recommendations,Women,71.95
Percentage of level of total physical activity per recommendations,2.Moderate,Age by Area,Urban Age Group 1,2015,Estimated,34.89,43120437,viz_age_area,Percentage of level of total physical activity per recommendations,Urban,34.89
Percentage of level of total physical activity per recommendations,2.Moderate,Age by Area,Rural Age Group 1,2015,Estimated,41.86,51734638,viz_age_area,Percentage of level of total physical activity per recommendations,Rural,41.86
Percentage of level of total physical activity per recommendations,2.Moderate,Age by Area,Urban Age Group 2,2015,Estimated,46.85,57901762,viz_age_area,Percentage of level of total physical activity per recommendations,Urban,34.89
Percentage of level of total physical activity per recommendations,2.Moderate,Age by Area,Rural Age Group 2,2015,Estimated,82.92,102480558,viz_age_area,Percentage of level of total physical activity per recommendations,Rural,41.86
Percentage of level of total physical activity per recommendations,2.Moderate,Age by Area,Urban Age Group 3,2015,Estimated,2.62,3238049,viz_age_area,Percentage of level of total physical activity per recommendations,Urban,34.89
Percentage of level of total physical activity per recommendations,2.Moderate,Age by Area,Rural Age Group 3,2015,Estimated,83.71,103456916,viz_age_area,Percentage of level of total physical activity per recommendations,Rural,41.86
Percentage of level of total physical activity per recommendations,2.Moderate,Age by Area,Urban Age Group 4,2015,Estimated,4.227,5224136,viz_age_area,Percentage of level of total physical activity per recommendations,Urban,34.89
Percentage of level of total physical activity per recommendations,2.Moderate,Age by Area,Rural Age Group 4,2015,Estimated,34.93,43169873,viz_age_area,Percentage of level of total physical activity per recommendations,Rural,41.86
Percentage of level of total physical activity per recommendations,2.Moderate,Total,Total,2015,Lower Bound,25.86,31960290,,,"",
Percentage of level of total physical activity per recommendations,2.Moderate,Sex,Men,2015,Lower Bound,71.95,88922770,,,Total,25.86
Percentage of level of total physical activity per recommendations,2.Moderate,Sex,Women,2015,Lower Bound,56.83,70236012,,,Total,25.86
Percentage of level of total physical activity per recommendations,2.Moderate,Age,Age Group 1,2015,Lower Bound,12.79,15807119,,,Total,25.86
Percentage of level of total physical activity per recommendations,2.Moderate,Age,Age Group 2,2015,Lower Bound,2.611,3226926,,,Total,25.86
Percentage of level of total physical activity per recommendations,2.Moderate,Age,Age Group 3,2015,Lower Bound,50.71,62672324,,,Total,25.86
Percentage of level of total physical activity per recommendations,2.Moderate,Age,Age Group 4,2015,Lower Bound,34.89,43120437,,,Total,25.86
Percentage of level of total physical activity per recommendations,2.Moderate,Area,Urban,2015,Lower Bound,41.86,51734638,,,Total,25.86
Percentage of level of total physical activity per recommendations,2.Moderate,Area,Rural,2015,Lower Bound,46.85,57901762,,,Total,25.86
Percentage of level of total physical activity per recommendations,2.Moderate,Sex by Age,Women Age Group 1,2015,Lower Bound,82.92,102480558,,,Women,56.83
Percentage of level of total physical activity per recommendations,2.Moderate,Sex by Age,Women Age Group 2,2015,Lower Bound,2.62,3238049,,,Women,56.83
Percentage of level of total physical activity per recommendations,2.Moderate,Sex by Age,Women Age Group 3,2015,Lower Bound,83.71,103456916,,,Women,56.83
Percentage of level of total physical activity per recommendations,2.Moderate,Sex by Age,Women Age Group 4,2015,Lower Bound,4.227,5224136,,,Women,56.83
Percentage of level of total physical activity per recommendations,2.Moderate,Sex by Age,Men Age Group 1,2015,Lower Bound,34.93,43169873,,,Men,71.95
Percentage of level of total physical activity per recommendations,2.Moderate,Sex by Age,Men Age Group 2,2015,Lower Bound,25.86,31960290,,,Men,71.95
Percentage of level of total physical activity per recommendations,2.Moderate,Sex by Age,Men Age Group 3,2015,Lower Bound,71.95,88922770,,,Men,71.95
Percentage of level of total physical activity per recommendations,2.Moderate,Sex by Age,Men Age Group 4,2015,Lower Bound,56.83,70236012,,,Men,71.95
Percentage of level of total physical activity per recommendations,2.Moderate,Sex by Area,Urban Men,2015,Lower Bound,12.79,15807119,,,Men,71.95
Percentage of level of total physical activity per recommendations,2.Moderate,Sex by Area,Rural Men,2015,Lower Bound,2.611,3226926,,,Men,71.95
Percentage of level of total physical activity per recommendations,2.Moderate,Sex by Area,Urban Women,2015,Lower Bound,50.71,62672324,,,Women,56.83
Percentage of level of total physical activity per recommendations,2.Moderate,Sex by Area,Rural Women,2015,Lower Bound,34.89,43120437,,,Women,56.83
Percentage of level of total physical activity per recommendations,2.Moderate,Age by Area,Urban Age Group 1,2015,Lower Bound,41.86,51734638,,,Urban,41.86
Percentage of level of total physical activity per recommendations,2.Moderate,Age by Area,Rural Age Group 1,2015,Lower Bound,46.85,57901762,,,Rural,46.85
Percentage of level of total physical activity per recommendations,2.Moderate,Age by Area,Urban Age Group 2,2015,Lower Bound,82.92,102480558,,,Urban,41.86
Percentage of level of total physical activity per recommendations,2.Moderate,Age by Area,Rural Age Group 2,2015,Lower Bound,2.62,3238049,,,Rural,46.85
Percentage of level of total physical activity per recommendations,2.Moderate,Age by Area,Urban Age Group 3,2015,Lower Bound,83.71,103456916,,,Urban,41.86
Percentage of level of total physical activity per recommendations,2.Moderate,Age by Area,Rural Age Group 3,2015,Lower Bound,4.227,5224136,,,Rural,46.85
Percentage of level of total physical activity per recommendations,2.Moderate,Age by Area,Urban Age Group 4,2015,Lower Bound,34.93,43169873,,,Urban,41.86
Percentage of level of total physical activity per recommendations,2.Moderate,Age by Area,Rural Age Group 4,2015,Lower Bound,25.86,31960290,,,Rural,46.85
Percentage of level of total physical activity per recommendations,2.Moderate,Total,Total,2015,Upper Bound,71.95,88922770,,,"",
Percentage of level of total physical activity per recommendations,2.Moderate,Sex,Men,2015,Upper Bound,56.83,70236012,,,Total,71.95
Percentage of level of total physical activity per recommendations,2.Moderate,Sex,Women,2015,Upper Bound,12.79,15807119,,,Total,71.95
Percentage of level of total physical activity per recommendations,2.Moderate,Age,Age Group 1,2015,Upper Bound,2.611,3226926,,,Total,71.95
Percentage of level of total physical activity per recommendations,2.Moderate,Age,Age Group 2,2015,Upper Bound,50.71,62672324,,,Total,71.95
Percentage of level of total physical activity per recommendations,2.Moderate,Age,Age Group 3,2015,Upper Bound,34.89,43120437,,,Total,71.95
Percentage of level of total physical activity per recommendations,2.Moderate,Age,Age Group 4,2015,Upper Bound,41.86,51734638,,,Total,71.95
Percentage of level of total physical activity per recommendations,2.Moderate,Area,Urban,2015,Upper Bound,46.85,57901762,,,Total,71.95
Percentage of level of total physical activity per recommendations,2.Moderate,Area,Rural,2015,Upper Bound,82.92,102480558,,,Total,71.95
Percentage of level of total physical activity per recommendations,2.Moderate,Sex by Age,Women Age Group 1,2015,Upper Bound,2.62,3238049,,,Women,12.79
Percentage of level of total physical activity per recommendations,2.Moderate,Sex by Age,Women Age Group 2,2015,Upper Bound,83.71,103456916,,,Women,12.79
Percentage of level of total physical activity per recommendations,2.Moderate,Sex by Age,Women Age Group 3,2015,Upper Bound,4.227,5224136,,,Women,12.79
Percentage of level of total physical activity per recommendations,2.Moderate,Sex by Age,Women Age Group 4,2015,Upper Bound,34.93,43169873,,,Women,12.79
Percentage of level of total physical activity per recommendations,2.Moderate,Sex by Age,Men Age Group 1,2015,Upper Bound,25.86,31960290,,,Men,56.83
Percentage of level of total physical activity per recommendations,2.Moderate,Sex by Age,Men Age Group 2,2015,Upper Bound,71.95,88922770,,,Men,56.83
Percentage of level of total physical activity per recommendations,2.Moderate,Sex by Age,Men Age Group 3,2015,Upper Bound,56.83,70236012,,,Men,56.83
Percentage of level of total physical activity per recommendations,2.Moderate,Sex by Age,Men Age Group 4,2015,Upper Bound,12.79,15807119,,,Men,56.83
Percentage of level of total physical activity per recommendations,2.Moderate,Sex by Area,Urban Men,2015,Upper Bound,2.611,3226926,,,Men,56.83
Percentage of level of total physical activity per recommendations,2.Moderate,Sex by Area,Rural Men,2015,Upper Bound,50.71,62672324,,,Men,56.83
Percentage of level of total physical activity per recommendations,2.Moderate,Sex by Area,Urban Women,2015,Upper Bound,34.89,43120437,,,Women,12.79
Percentage of level of total physical activity per recommendations,2.Moderate,Sex by Area,Rural Women,2015,Upper Bound,41.86,51734638,,,Women,12.79
Percentage of level of total physical activity per recommendations,2.Moderate,Age by Area,Urban Age Group 1,2015,Upper Bound,46.85,57901762,,,Urban,46.85
Percentage of level of total physical activity per recommendations,2.Moderate,Age by Area,Rural Age Group 1,2015,Upper Bound,82.92,102480558,,,Rural,82.92
Percentage of level of total physical activity per recommendations,2.Moderate,Age by Area,Urban Age Group 2,2015,Upper Bound,2.62,3238049,,,Urban,46.85
